Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
1458,    87, 14.9,      109.41, 85.1,   499.76, 24.1
1459,    93, 20.4,      110.81, 79.6,   497.80, 21.5
1460,    89, 14.6,      112.21, 85.4,   484.35, 25.8
1461,   104, 19.2,      119.21, 80.8,   437.10, 26.9
1462,   110, 20.0,      124.57, 80.0,   394.80, 28.2
1463,    88, 14.8,      109.87, 85.2,   501.32, 25.0
1464,    99, 20.2,      115.94, 79.8,   508.57, 23.2
1465,   141, 29.8,      144.40, 70.2,   360.90, 34.0
1466,   110, 25.5,      126.90, 74.5,   428.47, 29.1
1467,   124, 23.4,      138.57, 76.6,   465.98, 16.1
1468,    82, 12.2,      108.48, 87.8,   479.17, 26.8
1469,   104, 27.9,      117.57, 72.1,   462.93, 26.9
1470,   107, 19.6,      121.54, 80.4,   451.08, 24.3
1471,    98, 16.3,      120.37, 83.7,   458.60, 22.4
1472,   122, 25.4,      140.90, 74.6,   404.33, 18.0
1473,    84, 11.9,      107.54, 88.1,   484.23, 22.6
1474,    96, 21.9,      109.41, 78.1,   474.84, 20.8
1475,    98, 25.5,      110.11, 74.5,   495.20, 23.5
1476,   106, 24.5,      118.27, 75.5,   474.88, 21.7
1477,    93, 12.9,      115.47, 87.1,   429.36, 20.4
1478,    98, 20.4,      112.67, 79.6,   462.29, 20.4
1479,   103, 17.5,      125.04, 82.5,   413.85, 30.1
1480,   111, 22.5,      124.57, 77.5,   456.05, 27.9
1481,    88, 20.5,      107.78, 79.5,   486.10, 20.5
1482,   103, 15.5,      123.17, 84.5,   450.88, 18.4
1483,   125, 30.4,      130.87, 69.6,   496.81, 19.2
1484,    89, 16.9,      110.11, 83.1,   474.06, 20.2
1485,    93, 11.8,      109.41, 88.2,   440.27, 21.5
1486,    90, 16.7,      116.41, 83.3,   473.81, 22.2
1487,   105, 21.9,      123.17, 78.1,   480.08, 21.0
1488,   105, 22.9,      118.74, 77.1,   479.15, 21.9
1489,    83,  9.6,      106.38, 90.4,   483.29, 26.5
1490,   101, 19.8,      114.07, 80.2,   495.31, 19.8
1491,   128, 30.5,      131.10, 69.5,   434.16, 13.3
1492,   106, 19.8,      119.67, 80.2,   427.52, 25.5
1493,   105, 21.9,      111.97, 78.1,   505.68, 26.7
1494,   125, 25.6,      137.17, 74.4,   403.38, 16.0
1495,    84, 15.5,      106.61, 84.5,   453.48, 21.4
1496,   100, 23.0,      111.97, 77.0,   488.56, 24.0
1497,    97, 23.7,      118.27, 76.3,   442.74, 20.6
1498,    94, 22.3,      113.61, 77.7,   481.82, 27.7
1499,   113, 25.7,      123.41, 74.3,   458.36, 20.4
1500,   104, 26.0,      119.21, 74.0,   467.71, 18.3
1501,   110, 30.9,      122.71, 69.1,   447.44, 23.6
1502,   101, 22.8,      118.97, 77.2,   475.23, 19.8
1503,    93, 17.2,      108.01, 82.8,   490.90, 20.4
1504,   116, 19.0,      139.50, 81.0,   397.18, 20.7
1505,    96, 19.8,      113.37, 80.2,   468.24, 26.0
1506,   108, 23.1,      123.41, 76.9,   478.57, 24.1
1507,   109, 14.7,      130.40, 85.3,   415.82, 19.3
1508,   103, 23.3,      113.37, 76.7,   480.94, 22.3
1509,   124, 22.6,      136.47, 77.4,   384.18, 22.6
1510,    96, 17.7,      115.94, 82.3,   464.30, 24.0
1511,   108, 19.4,      115.71, 80.6,   463.70, 20.4
1512,   137, 32.1,      140.20, 67.9,   391.30, 24.8
1513,   106, 27.4,      118.51, 72.6,   496.34, 20.8
1514,    79, 12.7,      102.88, 87.3,   467.04, 22.8
1515,   106, 27.4,      117.11, 72.6,   453.04, 21.7
1516,    99, 20.2,      115.01, 79.8,   473.27, 22.2
1517,   131, 29.0,      145.57, 71.0,   438.91, 19.1
1518,   131, 29.8,      141.37, 70.2,   384.41, 30.5
1519,   100, 23.0,      114.77, 77.0,   484.71, 25.0
1520,    87, 19.5,      111.51, 80.5,   467.78, 21.8
1521,    99, 19.2,      116.41, 80.8,   460.09, 29.3
1522,   109, 17.4,      129.47, 82.6,   442.83, 16.5
1523,   115, 20.9,      126.90, 79.1,   418.92, 27.8
1524,   145, 33.1,      154.66, 66.9,   362.47, 17.2
1525,   108, 23.1,      121.54, 76.9,   465.30, 19.4
1526,   105, 21.9,      117.34, 78.1,   456.61, 21.9
1527,    86, 12.8,      108.24, 87.2,   472.91, 24.4
1528,   131, 25.2,      139.73, 74.8,   385.28, 19.8
1529,   118, 25.4,      127.37, 74.6,   403.60, 29.7
1530,    96, 18.8,      111.04, 81.2,   441.45, 24.0
1531,    91, 17.6,      111.51, 82.4,   501.63, 20.9
1532,   108, 21.3,      123.17, 78.7,   468.74, 20.4
1533,    94, 20.2,      108.01, 79.8,   501.11, 22.3
1534,   113, 20.4,      130.40, 79.6,   423.44, 30.1
1535,    87, 12.6,      107.78, 87.4,   488.65, 26.4
1536,   107, 24.3,      119.44, 75.7,   476.89, 20.6
1537,    98, 21.4,      117.81, 78.6,   400.29, 28.6
1538,   101, 25.7,      114.07, 74.3,   499.74, 19.8
1539,    93, 17.2,      110.34, 82.8,   443.76, 24.7
1540,    94, 19.1,      115.24, 80.9,   500.67, 25.5
1541,    93, 12.9,      116.41, 87.1,   474.45, 23.7
1542,    94, 21.3,      107.08, 78.7,   494.35, 24.5
1543,   100, 25.0,      112.44, 75.0,   480.59, 21.0
1544,   121, 22.3,      137.17, 77.7,   454.53, 18.2
1545,    95, 21.1,      118.27, 78.9,   460.94, 23.2
1546,   111, 27.0,      121.54, 73.0,   446.81, 20.7
1547,   104, 26.0,      116.87, 74.0,   464.42, 22.1
1548,    96, 19.8,      115.24, 80.2,   472.24, 20.8
1549,   116, 27.6,      126.44, 72.4,   468.00, 21.6
1550,    89, 13.5,      106.14, 86.5,   489.98, 23.6
1551,   138, 30.4,      142.77, 69.6,   372.41, 15.9
1552,    99, 20.2,      113.37, 79.8,   498.67, 23.2
1553,    97, 16.5,      110.34, 83.5,   463.82, 24.7
1554,   109, 22.0,      125.04, 78.0,   435.16, 20.2
1555,   124, 24.2,      134.84, 75.8,   420.22, 18.5
1556,    83,  8.4,      108.48, 91.6,   453.99, 21.7
1557,   101, 25.7,      116.87, 74.3,   502.38, 20.8
1558,    75, 10.7,      106.38, 89.3,   494.56, 28.0
1559,   115, 28.7,      125.97, 71.3,   429.60, 20.0
1560,   105, 26.7,      119.21, 73.3,   444.32, 20.0
1561,    93, 20.4,      109.87, 79.6,   489.77, 21.5
1562,    97, 21.6,      116.87, 78.4,   462.59, 22.7
1563,    97, 19.6,      110.81, 80.4,   515.08, 23.7
1564,   106, 26.4,      117.57, 73.6,   481.72, 25.5
1565,   115, 29.6,      122.24, 70.4,   417.67, 20.0
1566,   105, 19.0,      119.21, 81.0,   429.12, 22.9
1567,   117, 27.4,      129.94, 72.6,   396.05, 26.5
1568,   126, 24.6,      135.77, 75.4,   404.79, 16.7
1569,   102, 19.6,      115.47, 80.4,   466.25, 24.5
1570,    84, 10.7,      107.08, 89.3,   466.54, 23.8
1571,   109, 26.6,      119.91, 73.4,   482.52, 20.2
1572,   119, 22.7,      128.54, 77.3,   394.55, 28.6
1573,   106, 20.8,      122.01, 79.2,   475.79, 20.8
1574,    87, 17.2,      105.21, 82.8,   468.63, 21.8
1575,   116, 20.7,      136.24, 79.3,   420.19, 19.8
1576,   102, 26.5,      116.17, 73.5,   456.32, 21.6
1577,    96, 14.6,      113.14, 85.4,   418.37, 26.0
1578,   107, 28.0,      115.47, 72.0,   491.56, 24.3
1579,   134, 31.3,      146.50, 68.7,   397.23, 17.2
1580,   130, 28.5,      137.87, 71.5,   396.04, 26.9
1581,    99, 20.2,      116.41, 79.8,   519.85, 26.3
1582,   109, 22.0,      122.47, 78.0,   442.56, 18.3
1583,    83, 16.9,      105.44, 83.1,   490.68, 24.1
1584,    97, 19.6,      113.61, 80.4,   469.75, 21.6
1585,   119, 28.6,      132.27, 71.4,   440.34, 21.0
1586,    87, 11.5,      110.57, 88.5,   456.35, 25.3
1587,    85, 15.3,      105.44, 84.7,   450.61, 21.2
1588,   127, 28.3,      139.50, 71.7,   365.88, 17.3
1589,    99, 21.2,      110.34, 78.8,   461.25, 24.2
1590,    95, 20.0,      113.14, 80.0,   469.66, 23.2
1591,   106, 24.5,      118.04, 75.5,   466.72, 22.6
1592,    87, 11.5,      109.41, 88.5,   461.75, 26.4
1593,   104, 22.1,      117.57, 77.9,   478.73, 19.2
1594,    97, 20.6,      117.34, 79.4,   476.96, 21.6
1595,   109, 28.4,      118.74, 71.6,   523.43, 18.3
1596,    95, 24.2,      112.91, 75.8,   460.43, 22.1
1597,   123, 26.8,      135.54, 73.2,   365.50, 30.9
1598,   127, 23.6,      135.54, 76.4,   393.51, 15.0
1599,   112, 14.3,      130.40, 85.7,   370.12, 22.3
1600,   109, 24.8,      118.74, 75.2,   476.74, 21.1
1601,   103, 20.4,      116.41, 79.6,   452.82, 22.3
1602,   100, 18.0,      114.77, 82.0,   479.86, 21.0
1603,   120, 23.3,      134.14, 76.7,   366.40, 28.3
1604,   103, 22.3,      112.67, 77.7,   511.20, 22.3
1605,   135, 28.1,      145.10, 71.9,   409.80, 23.0
1606,   122, 26.2,      131.10, 73.8,   489.99, 19.7
1607,   115, 18.3,      129.00, 81.7,   396.68, 16.5
1608,   121, 32.2,      136.47, 67.8,   473.32, 20.7
1609,   102, 20.6,      118.51, 79.4,   471.95, 20.6
1610,    96, 19.8,      111.74, 80.2,   446.24, 26.0
1611,   136, 31.6,      141.13, 68.4,   407.90, 15.4
1612,   107, 18.7,      117.57, 81.3,   452.39, 24.3
1613,   107, 23.4,      122.47, 76.6,   457.66, 19.6
1614,    98, 24.5,      116.17, 75.5,   489.83, 20.4
1615,   103, 20.4,      117.11, 79.6,   460.74, 20.4
1616,   102, 22.5,      119.67, 77.5,   459.04, 22.5
1617,   145, 32.4,      154.20, 67.6,   384.67, 15.2
1618,    92, 21.7,      114.07, 78.3,   503.46, 21.7
1619,   113, 25.7,      122.01, 74.3,   484.98, 19.5
1620,   103, 23.3,      117.57, 76.7,   518.78, 21.4
1621,   126, 27.8,      136.70, 72.2,   397.14, 15.1
1622,    85, 16.5,      106.38, 83.5,   475.03, 24.7
1623,   113, 23.0,      119.67, 77.0,   446.52, 22.1
1624,    94, 22.3,      114.31, 77.7,   461.74, 24.5
1625,   130, 27.7,      138.34, 72.3,   428.95, 14.6
1626,   115, 25.2,      127.84, 74.8,   387.83, 27.8
1627,    84, 14.3,      107.54, 85.7,   479.39, 22.6
1628,    93, 17.2,      109.41, 82.8,   485.69, 21.5
1629,    83, 15.7,      105.91, 84.3,   495.11, 25.3
1630,   132, 28.0,      142.53, 72.0,   440.43, 18.2
1631,    92, 13.0,      110.34, 87.0,   467.25, 23.9
1632,   120, 21.7,      131.80, 78.3,   400.60, 15.8
1633,   102, 24.5,      119.67, 75.5,   465.84, 19.6
1634,   108, 24.1,      118.51, 75.9,   448.28, 22.2
1635,   136, 26.5,      148.60, 73.5,   426.43, 21.3
1636,    95, 21.1,      109.18, 78.9,   453.53, 22.1
1637,   125, 24.0,      136.70, 76.0,   381.04, 16.8
1638,    99, 23.2,      112.67, 76.8,   477.74, 22.2
1639,    99, 16.2,      117.34, 83.8,   424.15, 19.2
1640,   127, 22.8,      135.54, 77.2,   391.14, 15.7
1641,    82, 12.2,      105.68, 87.8,   492.98, 24.4
1642,   110, 21.8,      119.91, 78.2,   490.54, 24.5
1643,   101, 19.8,      112.91, 80.2,   493.89, 19.8
1644,   112, 20.5,      120.61, 79.5,   428.05, 18.8
1645,   104, 19.2,      116.64, 80.8,   421.88, 24.0
1646,    95, 22.1,      111.51, 77.9,   470.78, 20.0
1647,   105, 21.0,      115.47, 79.0,   474.58, 20.0
1648,   117, 23.1,      127.84, 76.9,   429.59, 17.1
1649,   114, 21.9,      124.57, 78.1,   429.05, 25.4
1650,    88, 14.8,      111.74, 85.2,   505.76, 23.9
1651,   113, 23.9,      131.34, 76.1,   428.25, 16.8
1652,   117, 20.5,      136.47, 79.5,   422.10, 18.8
1653,    96, 17.7,      115.47, 82.3,   470.16, 26.0
1654,    93, 16.1,      107.31, 83.9,   494.01, 20.4
1655,   126, 27.8,      135.07, 72.2,   408.50, 20.6
1656,    93, 12.9,      107.54, 87.1,   484.23, 21.5
1657,   126, 31.7,      134.60, 68.3,   406.69, 16.7
1658,   123, 30.9,      142.77, 69.1,   411.16, 20.3
1659,    91, 11.0,      111.74, 89.0,   432.57, 27.5
1660,   104, 14.4,      122.24, 85.6,   443.39, 23.1
1661,   106, 22.6,      120.61, 77.4,   464.05, 17.9
1662,    93, 14.0,      107.54, 86.0,   442.62, 23.7
1663,   101, 17.8,      113.37, 82.2,   466.87, 26.7
1664,    98, 21.4,      115.47, 78.6,   481.99, 23.5
1665,    90, 14.4,      113.14, 85.6,   466.84, 28.9
1666,   106, 20.8,      118.51, 79.2,   455.70, 19.8
1667,    95, 17.9,      114.07, 82.1,   500.80, 24.2
1668,   112, 24.1,      125.04, 75.9,   422.10, 29.5
1669,   128, 23.4,      138.80, 76.6,   415.39, 16.4
1670,   100, 24.0,      116.64, 76.0,   472.87, 20.0
1671,    84, 11.9,      108.01, 88.1,   479.59, 23.8
1672,    96, 19.8,      115.94, 80.2,   482.43, 25.0
1673,    94, 22.3,      108.01, 77.7,   478.95, 27.7
1674,    98, 23.5,      114.31, 76.5,   476.99, 24.5
1675,    92, 16.3,      115.01, 83.7,   478.95, 23.9
1676,    84, 16.7,      107.78, 83.3,   497.71, 26.2
1677,    82, 19.5,      109.18, 80.5,   468.45, 22.0
1678,    84, 20.2,      111.27, 79.8,   474.66, 22.6
1679,   121, 24.0,      138.57, 76.0,   378.67, 17.4
1680,   104, 13.5,      129.00, 86.5,   389.69, 18.3
1681,    90, 20.0,      110.57, 80.0,   466.32, 25.6
1682,   106, 20.8,      124.80, 79.2,   453.97, 20.8
1683,    94, 22.3,      111.51, 77.7,   466.26, 19.1
1684,    94, 18.1,      107.08, 81.9,   435.05, 21.3
1685,    97, 23.7,      109.64, 76.3,   485.76, 23.7
1686,    90, 16.7,      105.21, 83.3,   489.91, 26.7
1687,   119, 21.8,      131.34, 78.2,   414.44, 26.1
1688,   105, 24.8,      118.51, 75.2,   464.40, 21.0
1689,   101, 23.8,      120.37, 76.2,   485.61, 20.8
1690,   121, 23.1,      136.94, 76.9,   398.98, 17.4
1691,   105, 23.8,      119.44, 76.2,   446.54, 22.9
1692,    83, 13.3,      106.61, 86.7,   451.21, 25.3
1693,   120, 22.5,      133.90, 77.5,   398.74, 15.8
1694,    97, 16.5,      114.31, 83.5,   473.98, 20.6
1695,    86, 17.4,      108.24, 82.6,   456.77, 23.3
1696,   123, 26.8,      140.43, 73.2,   439.24, 17.9
1697,   124, 23.4,      134.84, 76.6,   420.40, 15.3
1698,    92, 25.0,      109.87, 75.0,   436.46, 19.6
1699,    97, 23.7,      114.54, 76.3,   476.94, 22.7
1700,   128, 25.8,      133.44, 74.2,   441.14, 15.6
1701,   125, 28.8,      126.90, 71.2,   457.94, 19.2
1702,    99, 23.2,      112.21, 76.8,   429.35, 23.2
1703,   127, 25.2,      138.57, 74.8,   414.53, 20.5
1704,   122, 25.4,      141.83, 74.6,   405.41, 17.2
1705,    86, 14.0,      105.91, 86.0,   468.56, 19.8
1706,   107, 26.2,      125.04, 73.8,   456.36, 19.6
1707,   103, 20.4,      115.94, 79.6,   419.21, 27.2
1708,   112, 25.0,      124.80, 75.0,   436.59, 27.7
1709,   101, 21.8,      116.64, 78.2,   461.68, 21.8
1710,   135, 28.1,      144.63, 71.9,   361.73, 14.1
1711,   117, 20.5,      132.04, 79.5,   387.07, 15.4
1712,    93, 19.4,      113.37, 80.6,   453.08, 22.6
1713,    96, 16.7,      114.07, 83.3,   447.07, 24.0
1714,   115, 24.3,      127.14, 75.7,   411.59, 27.0
1715,   126, 29.4,      142.77, 70.6,   407.79, 17.5
1716,    88, 15.9,      110.57, 84.1,   456.82, 22.7
1717,    89, 18.0,      109.64, 82.0,   475.02, 22.5
1718,   100, 23.0,      123.41, 77.0,   442.62, 20.0
1719,    90, 14.4,      106.14, 85.6,   458.50, 23.3
1720,    96, 18.8,      110.81, 81.2,   492.94, 21.9
1721,    87, 16.1,      112.91, 83.9,   468.98, 25.3
1722,    95, 17.9,      118.27, 82.1,   481.00, 24.2
1723,    84, 11.9,       99.61, 88.1,   469.25, 23.8
1724,    99, 17.2,      111.27, 82.8,   479.56, 22.2
1725,   117, 26.5,      132.74, 73.5,   451.31, 15.4
1726,   123, 30.1,      133.67, 69.9,   407.89, 18.7
1727,    99, 20.2,      117.34, 79.8,   497.37, 21.2
1728,    93, 20.4,      109.64, 79.6,   470.95, 23.7
1729,   101, 18.8,      116.17, 81.2,   445.26, 23.8
1730,   114, 22.8,      129.94, 77.2,   438.24, 16.7
1731,   103, 20.4,      121.54, 79.6,   450.17, 22.3
1732,    86, 19.8,      114.07, 80.2,   474.91, 22.1
1733,   107, 21.5,      117.11, 78.5,   476.94, 23.4
1734,    88, 15.9,      108.01, 84.1,   484.16, 25.0
1735,    97, 22.7,      114.77, 77.3,   462.63, 30.9
1736,    87, 10.3,      108.71, 89.7,   493.76, 25.3
1737,    92, 15.2,      108.71, 84.8,   485.73, 26.1
1738,   106, 22.6,      115.01, 77.4,   474.48, 25.5
1739,   109, 23.9,      115.47, 76.1,   498.47, 18.3
1740,   118, 22.9,      135.30, 77.1,   407.78, 30.5
1741,    89, 11.2,      109.87, 88.8,   455.92, 31.5
1742,    97, 18.6,      114.54, 81.4,   465.36, 24.7
1743,    87, 17.2,      109.18, 82.8,   498.29, 24.1
1744,   102, 24.5,      117.34, 75.5,   463.38, 22.5
1745,    95, 20.0,      112.67, 80.0,   511.79, 22.1
1746,   118, 24.6,      130.64, 75.4,   389.34, 20.3
1747,   118, 25.4,      135.77, 74.6,   426.47, 18.6
1748,   127, 26.8,      138.57, 73.2,   373.85, 15.0
1749,   114, 30.7,      125.27, 69.3,   497.10, 20.2
1750,   101, 24.8,      116.64, 75.2,   492.60, 20.8
1751,   123, 25.2,      137.87, 74.8,   377.37, 18.7
1752,   109, 25.7,      125.27, 74.3,   436.33, 20.2
1753,   114, 19.3,      130.40, 80.7,   426.85, 19.3
1754,   116, 22.4,      135.54, 77.6,   432.65, 16.4
1755,   109, 22.9,      122.01, 77.1,   437.00, 21.1
1756,   102, 21.6,      117.81, 78.4,   489.94, 23.5
1757,   106, 20.8,      114.77, 79.2,   478.27, 18.9
1758,    85, 16.5,      104.04, 83.5,   480.26, 23.5
1759,    90, 13.3,      111.74, 86.7,   485.19, 21.1
1760,   117, 23.1,      125.97, 76.9,   456.09, 17.9
1761,   109, 19.3,      125.97, 80.7,   423.01, 19.3
1762,    99, 22.2,      114.07, 77.8,   498.14, 20.2
1763,   122, 24.6,      133.44, 75.4,   378.73, 17.2
1764,    95, 24.2,      112.21, 75.8,   442.52, 24.2
1765,    97, 18.6,      112.67, 81.4,   499.40, 22.7
1766,    97, 19.6,      116.64, 80.4,   454.39, 23.7
1767,    93, 11.8,      109.41, 88.2,   462.67, 19.4
1768,    98, 16.3,      114.54, 83.7,   508.29, 27.6
1769,   100, 16.0,      117.34, 84.0,   426.83, 18.0
1770,   127, 28.3,      136.47, 71.7,   413.84, 25.2
1771,    93, 20.4,      111.04, 79.6,   483.17, 22.6
1772,    99, 22.2,      112.67, 77.8,   510.89, 20.2
1773,   123, 23.6,      135.30, 76.4,   387.85, 18.7
1774,   117, 22.2,      134.14, 77.8,   429.55, 16.2
1775,    93, 21.5,      111.97, 78.5,   463.66, 19.4
1776,   118, 21.2,      128.07, 78.8,   408.60, 18.6
1777,   102, 26.5,      116.41, 73.5,   503.49, 19.6
1778,   116, 21.6,      129.24, 78.4,   405.34, 16.4
1779,   111, 27.0,      124.34, 73.0,   426.02, 27.9
1780,    87, 14.9,      102.41, 85.1,   452.91, 21.8
1781,   124, 25.8,      139.73, 74.2,   423.78, 17.7
1782,   133, 28.6,      138.57, 71.4,   387.90, 17.3
1783,   112, 24.1,      123.64, 75.9,   438.42, 17.9
1784,   100, 19.0,      120.61, 81.0,   443.92, 22.0
1785,   103, 15.5,      124.10, 84.5,   442.40, 18.4
1786,   100, 20.0,      116.64, 80.0,   473.78, 28.0
1787,   102, 21.6,      119.91, 78.4,   421.11, 26.5
1788,    97, 22.7,      112.44, 77.3,   474.76, 21.6
1789,    97, 18.6,      114.77, 81.4,   478.76, 26.8
1790,   137, 30.7,      142.30, 69.3,   373.48, 32.1
1791,    82, 11.0,      107.54, 89.0,   453.86, 25.6
1792,    93, 19.4,      111.27, 80.6,   472.46, 19.4
1793,   100, 22.0,      116.87, 78.0,   480.42, 26.0
1794,    96, 19.8,      112.44, 80.2,   477.11, 22.9
1795,    87, 16.1,      109.41, 83.9,   442.46, 25.3
1796,   125, 26.4,      133.20, 73.6,   415.90, 15.2
1797,   124, 28.2,      143.00, 71.8,   464.71, 15.3
1798,    97, 21.6,      111.97, 78.4,   499.62, 20.6
1799,    86, 15.1,      109.64, 84.9,   467.03, 26.7
1800,   131, 26.0,      143.23, 74.0,   378.37, 30.5
1801,   130, 26.9,      142.77, 73.1,   384.12, 20.0
1802,   101, 25.7,      113.14, 74.3,   466.47, 18.8
1803,   131, 26.7,      144.63, 73.3,   393.85, 16.8
1804,   118, 19.5,      135.77, 80.5,   356.23, 16.1
1805,   114, 29.8,      131.34, 70.2,   443.32, 25.4
1806,   137, 30.7,      135.54, 69.3,   401.73, 18.2
1807,   121, 24.8,      132.97, 75.2,   460.80, 17.4
1808,    98, 17.3,      114.54, 82.7,   432.56, 24.5
1809,    97, 19.6,      113.61, 80.4,   482.60, 23.7
1810,    96, 17.7,      108.24, 82.3,   467.01, 24.0
1811,   120, 25.8,      134.37, 74.2,   407.83, 27.5
1812,    94, 20.2,      112.91, 79.8,   477.24, 19.1
1813,   131, 29.8,      136.70, 70.2,   373.28, 25.2
1814,   115, 27.0,      130.64, 73.0,   431.98, 18.3
1815,    89, 13.5,      106.38, 86.5,   463.62, 21.3
1816,   123, 22.0,      132.74, 78.0,   433.11, 17.9
1817,   120, 20.0,      139.50, 80.0,   379.97, 17.5
1818,   127, 29.1,      138.10, 70.9,   441.99, 17.3
1819,   110, 16.4,      126.90, 83.6,   406.87, 16.4
1820,   127, 27.6,      140.43, 72.4,   424.01, 16.5
1821,    91,  7.7,      108.94, 92.3,   474.41, 27.5
1822,   116, 23.3,      134.14, 76.7,   433.49, 17.2
1823,    95, 21.1,      115.71, 78.9,   531.52, 25.3
1824,    94, 16.0,      115.47, 84.0,   446.77, 20.2
1825,    87, 20.7,      111.04, 79.3,   495.10, 23.0
1826,    91, 15.4,      109.18, 84.6,   520.72, 24.2
1827,   109, 24.8,      123.87, 75.2,   460.42, 19.3
1828,    99, 23.2,      116.87, 76.8,   477.50, 22.2
1829,   114, 22.8,      126.20, 77.2,   467.86, 15.8
1830,    92, 13.0,      108.48, 87.0,   467.09, 28.3
1831,   108, 22.2,      120.61, 77.8,   448.76, 19.4
1832,   115, 27.0,      131.57, 73.0,   433.96, 20.0
1833,    93, 11.8,      112.67, 88.2,   471.39, 24.7
1834,    88, 15.9,      112.44, 84.1,   468.34, 26.1
1835,   109, 20.2,      119.21, 79.8,   419.17, 29.4
1836,   119, 17.6,      133.67, 82.4,   409.64, 20.2
1837,   100, 24.0,      117.81, 76.0,   447.84, 20.0
1838,    94, 14.9,      111.27, 85.1,   451.83, 25.5
1839,   124, 23.4,      135.07, 76.6,   401.34, 15.3
1840,   101, 19.8,      114.54, 80.2,   459.40, 24.8
1841,   120, 24.2,      128.54, 75.8,   429.24, 21.7
1842,   127, 27.6,      132.74, 72.4,   389.48, 26.0
1843,    87, 13.8,      105.68, 86.2,   456.47, 24.1
1844,   113, 21.2,      124.80, 78.8,   398.20, 30.1
1845,   104, 17.3,      120.61, 82.7,   427.33, 26.0
1846,    94, 11.7,      121.07, 88.3,   410.73, 22.3
1847,   134, 26.9,      143.93, 73.1,   438.83, 14.9
1848,    89, 18.0,      107.31, 82.0,   469.17, 27.0
1849,    96, 24.0,      109.87, 76.0,   486.83, 20.8
1850,    91, 15.4,      106.14, 84.6,   450.55, 19.8
1851,   134, 26.9,      141.37, 73.1,   408.58, 18.7
1852,    96, 21.9,      111.97, 78.1,   465.16, 20.8
1853,    78,  3.8,       98.91, 96.2,   479.25, 25.6
1854,   122, 26.2,      129.70, 73.8,   430.88, 22.1
1855,    95, 21.1,      117.34, 78.9,   471.74, 23.2
1856,   121, 19.8,      139.73, 80.2,   368.05, 16.5
1857,    80, 10.0,      103.34, 90.0,   465.41, 28.8
